ID	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	length	inserts	essentialOrtholog	insertDensity
9960	mRNA_1592	1	scaffold_11	676262	677615	+	9960	HMMPfam-bZIP transcription factor-PF00170,ProSitePatterns-Basic-leucine zipper (bZIP) domain signature.-PS00036,ProSiteProfiles-Basic-leucine zipper (bZIP) domain profile.-PS50217,SMART-basic region leucin zipper-SM00338,SUPERFAMILY--SSF57959	0.661	7	1353	15	0	11.0864745011
9961	mRNA_1593	1	scaffold_11	678647	679781	+	9961	KOG4366 Predicted thioesterase	0.6194	14	1134	21	0	18.5185185185
9962	mRNA_1594	1	scaffold_11	681003	683049	+	9962	K16261 YAT yeast amino acid transporter	0.596	36	2046	28	0	13.6852394917
9963	mRNA_1595	1	scaffold_11	683358	685744	-	9963	K13342 PEX5, PXR1 peroxin-5	0.6502	22	2386	21	1	8.80134115675
9964	mRNA_1596	1	scaffold_11	686125	688577	+	9964	K14557 UTP6 U3 small nucleolar RNA-associated protein 6	0.6148	26	2452	5	1	2.03915171289
9965	mRNA_1597	1	scaffold_11	688667	689443	-	9965	Hypothetical Protein	0.6306	6	776	12	0	15.4639175258
9966	mRNA_1598	1	scaffold_11	689711	690052	-	9966	Hypothetical Protein	0.5673	1	341	3	0	8.79765395894
9967	mRNA_1599	1	scaffold_11	690460	691819	-	9967	HMMPfam-bZIP transcription factor-PF00170,ProSitePatterns-Basic-leucine zipper (bZIP) domain signature.-PS00036,ProSiteProfiles-Basic-leucine zipper (bZIP) domain profile.-PS50217,SMART-basic region leucin zipper-SM00338,SUPERFAMILY--SSF57959	0.6654	7	1359	11	0	8.09418690213
9968	mRNA_1600	1	scaffold_11	692318	693945	-	9968	K12178 COPS4, CSN4 COP9 signalosome complex subunit 4	0.629	20	1627	18	0	11.0633066994
9969	mRNA_1601	1	scaffold_11	694292	695992	-	9969	HMMPfam-Protein of unknown function (DUF1682)-PF07946,ProSiteProfiles-Prokaryotic membrane lipoprotein lipid attachment site profile.-PS51257	0.632	20	1700	29	0	17.0588235294
9970	mRNA_1602	1	scaffold_11	696270	698823	-	9970	HMMPfam-Protein of unknown function (DUF2013)-PF09431	0.6331	35	2553	54	0	21.151586369
9971	mRNA_1603	1	scaffold_11	699316	700594	+	9971	KOG2948 Predicted metal-binding protein	0.6239	16	1278	7	0	5.47730829421
9972	mRNA_1604	1	scaffold_11	700738	703638	-	9972	K02209 MCM5, CDC46 DNA replication licensing factor MCM5	0.6112	33	2900	1	1	0.344827586207
9973	mRNA_1605	1	scaffold_11	703733	704608	+	9973	Hypothetical Protein	0.6336	16	875	14	0	16.0
9974	mRNA_1606	1	scaffold_11	705021	705665	+	9974	Hypothetical Protein	0.6264	8	644	8	0	12.4223602484
9975	mRNA_1607	1	scaffold_11	706172	709618	+	9975	HMMPfam-Fungal specific transcription factor domain-PF04082,ProSitePatterns-Zn(2)-C6 fungal-type DNA-binding domain signature.-PS00463,ProSiteProfiles-Zn(2)-C6 fungal-type DNA-binding domain profile.-PS50048,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SMART-Fungal specific transcription factor domain-SM00906,SUPERFAMILY--SSF57701	0.622	48	3446	44	0	12.7684271619
9976	mRNA_1608	1	scaffold_11	709938	711637	-	9976	K19704 PTC1 protein phosphatase PTC1	0.6218	20	1699	26	0	15.303119482
9977	mRNA_1609	1	scaffold_11	712765	713275	-	9977	HMMPfam-Ferritin-like domain-PF13668,SUPERFAMILY--SSF47240	0.6654	4	510	8	0	15.6862745098
9978	mRNA_1610	1	scaffold_11	714472	715757	-	9978	HMMPfam-CrcB-like protein-PF02537	0.6198	16	1285	12	0	9.33852140078
9979	mRNA_1611	1	scaffold_11	715902	717266	+	9979	K04708 E1.1.1.102 3-dehydrosphinganine reductase	0.6081	22	1364	1	1	0.733137829912
9980	mRNA_1612	1	scaffold_11	717528	719368	+	9980	Hypothetical Protein	0.6377	17	1840	12	0	6.52173913043
9981	mRNA_1613	1	scaffold_11	719549	722839	-	9981	K01228 GCS1 mannosyl-oligosaccharide glucosidase	0.6114	49	3290	23	1	6.99088145897
9982	mRNA_1614	1	scaffold_11	722930	724798	+	9982	KOG2819 Uncharacterized conserved protein	0.6223	24	1868	16	0	8.56531049251
9983	mRNA_1615	1	scaffold_11	725267	727926	-	9983	K03283 HSPA1_8 heat shock 70kDa protein 1/8	0.6229	21	2659	2	1	0.752162467093
9984	mRNA_1616	1	scaffold_11	729946	731113	+	9984	K03232 EEF1B elongation factor 1-beta	0.6301	14	1167	0	1	0.0
9985	mRNA_1617	1	scaffold_11	732213	732410	-	9985	Hypothetical Protein	0.5859	4	197	0	0	0.0
9986	mRNA_1618	1	scaffold_11	734832	736267	-	9986	Hypothetical Protein	0.6142	19	1435	4	0	2.78745644599
9987	mRNA_1619	1	scaffold_11	736290	737740	-	9987	Hypothetical Protein	0.6251	12	1450	14	0	9.65517241379
9988	mRNA_1620	1	scaffold_11	737944	741201	-	9988	Hypothetical Protein	0.6093	47	3257	10	0	3.07031010132
9989	mRNA_1621	1	scaffold_11	741895	743431	+	9989	Hypothetical Protein	0.6441	19	1536	14	0	9.11458333333
9990	mRNA_1622	1	scaffold_11	743761	745808	-	9990	K17738 ARD D-arabinitol 2-dehydrogenase	0.625	28	2047	36	0	17.5867122618
9991	mRNA_1623	1	scaffold_11	746291	747597	-	9991	Hypothetical Protein	0.6205	15	1306	14	0	10.719754977
9992	mRNA_1624	1	scaffold_11	747802	749738	+	9992	BLAST calcium-transporting ATPase [Pseudozyma hubeiensi...	0.6396	23	1936	8	0	4.13223140496
9993	mRNA_1625	1	scaffold_11	750034	750701	+	9993	Hypothetical Protein	0.6287	12	667	1	0	1.49925037481
9994	mRNA_1626	1	scaffold_11	750796	751505	+	9994	Hypothetical Protein	0.6479	5	709	9	0	12.6939351199
9995	mRNA_1627	1	scaffold_11	751734	753010	-	9995	K18551 SDT1 pyrimidine and pyridine-specific 5'-nucleotidase	0.603	16	1276	9	0	7.05329153605
9996	mRNA_1628	1	scaffold_11	753218	753980	-	9996	Hypothetical Protein	0.6356	12	762	11	0	14.4356955381
9997	mRNA_1629	1	scaffold_11	754772	756288	-	9997	HMMPfam-Fungal Zn(2)-Cys(6) binuclear cluster domain-PF00172,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SUPERFAMILY--SSF57701	0.648	18	1516	11	0	7.25593667546
9998	mRNA_1630	1	scaffold_11	756759	757602	+	9998	SUPERFAMILY--SSF81383	0.6268	4	843	13	0	15.4211150652
9999	mRNA_1631	1	scaffold_11	757960	758498	+	9999	BLAST Tyrosine-protein phosphatase non-receptor type 23 [St...	0.6382	6	538	7	0	13.0111524164
10000	mRNA_1632	1	scaffold_11	760062	761705	+	10000	K00036 G6PD, zwf glucose-6-phosphate 1-dehydrogenase	0.6034	19	1643	0	1	0.0
10001	mRNA_1633	1	scaffold_11	762446	764135	+	10001	HMMPfam-Major Facilitator Superfamily-PF07690,ProSiteProfiles-Major facilitator superfamily (MFS) profile.-PS50850,SUPERFAMILY--SSF103473	0.6189	24	1689	10	0	5.92066311427
10002	mRNA_1634	1	scaffold_11	764315	766210	+	10002	"HMMPfam-alpha/beta hydrolase fold-PF07859,ProSitePatterns-Lipolytic enzymes ""G-D-X-G"" family, putative serine active site.-PS01174,SUPERFAMILY--SSF53474"	0.6102	28	1895	12	0	6.33245382586
10003	mRNA_1635	1	scaffold_11	767214	771755	+	10003	K18748 SSD1 protein SSD1	0.6616	30	4541	34	1	7.48733759084
10004	mRNA_1636	1	scaffold_11	772019	773712	+	10004	HMMPfam-Fungal Zn(2)-Cys(6) binuclear cluster domain-PF00172,ProSitePatterns-Zn(2)-C6 fungal-type DNA-binding domain signature.-PS00463,ProSiteProfiles-Zn(2)-C6 fungal-type DNA-binding domain profile.-PS50048,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SUPERFAMILY--SSF57701	0.6375	29	1693	22	0	12.9946839929
10005	mRNA_1637	1	scaffold_11	773895	775574	-	10005	HMMPfam-Fungal Zn(2)-Cys(6) binuclear cluster domain-PF00172,ProSiteProfiles-Zn(2)-C6 fungal-type DNA-binding domain profile.-PS50048,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SUPERFAMILY--SSF57701	0.628	21	1679	25	0	14.8898153663
10006	mRNA_1638	1	scaffold_11	776391	779009	-	10006	K11807 WDTC1 WD and tetratricopeptide repeats protein 1	0.6266	29	2618	17	0	6.49350649351
10007	mRNA_1639	1	scaffold_11	779505	783057	-	10007	K00164 OGDH, sucA 2-oxoglutarate dehydrogenase E1 component	0.6319	36	3552	0	1	0.0
10008	mRNA_1640	1	scaffold_11	783774	785106	-	10008	KOG1208 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	0.5949	20	1332	21	0	15.7657657658
10009	mRNA_1641	1	scaffold_11	785580	788144	-	10009	HMMPfam-Fungal Zn(2)-Cys(6) binuclear cluster domain-PF00172,ProSitePatterns-Zn(2)-C6 fungal-type DNA-binding domain signature.-PS00463,ProSiteProfiles-Zn(2)-C6 fungal-type DNA-binding domain profile.-PS50048,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SUPERFAMILY--SSF57701	0.653	27	2564	12	0	4.68018720749
10010	mRNA_1642	1	scaffold_11	788752	789941	+	10010	K03937 NDUFS4 NADH dehydrogenase (ubiquinone) Fe-S protein 4	0.6328	13	1189	20	0	16.8208578638
10011	mRNA_1643	1	scaffold_11	790426	792624	+	10011	KOG2458 Endoplasmic reticulum protein EP58, contains filamin rod domain and KDEL motif	0.6353	30	2198	22	0	10.0090991811
10012	mRNA_1644	1	scaffold_11	792797	794915	+	10012	K00253 IVD, ivd isovaleryl-CoA dehydrogenase	0.6187	23	2118	36	0	16.9971671388
10013	mRNA_1645	1	scaffold_11	795092	795670	+	10013	Hypothetical Protein	0.5993	12	578	2	0	3.46020761246
10014	mRNA_1646	1	scaffold_11	796005	798167	+	10014	KOG2182 Hydrolytic enzymes of the alpha/beta hydrolase fold	0.638	34	2162	12	0	5.55041628122
10015	mRNA_1647	1	scaffold_11	800171	801820	-	10015	K02930 RP-L4e, RPL4 large subunit ribosomal protein L4e	0.6527	13	1649	0	1	0.0
10016	mRNA_1648	1	scaffold_11	802282	804374	+	10016	K11436 PRMT3 type I protein arginine methyltransferase	0.6073	28	2092	2	0	0.956022944551
10017	mRNA_1649	1	scaffold_11	804506	806689	-	10017	KOG2495 NADH-dehydrogenase (ubiquinone)	0.625	26	2183	13	0	5.95510765002
10018	mRNA_1650	1	scaffold_11	807576	811155	+	10018	KOG0254 Predicted transporter (major facilitator superfamily)	0.605	67	3579	10	0	2.7940765577
10019	mRNA_1651	1	scaffold_11	811349	811874	-	10019	SUPERFAMILY--SSF69047	0.6426	6	525	3	0	5.71428571429
10020	mRNA_1652	1	scaffold_11	812442	813114	+	10020	Hypothetical Protein	0.6434	4	672	10	0	14.880952381
10021	mRNA_1653	1	scaffold_11	814030	815626	+	10021	Hypothetical Protein	0.6237	29	1596	18	0	11.2781954887
10022	mRNA_1654	1	scaffold_11	816263	817600	-	10022	BLAST expressed protein [Cryptococcus neoformans var. neofo...	0.6076	16	1337	8	0	5.98354525056
10023	mRNA_1655	1	scaffold_11	819421	820962	-	10023	HMMPfam-PQ loop repeat-PF04193,SMART-Repeated motif present between transmembrane helices in cystinosin, yeast ERS1p, mannose-P-dolichol utilization defect 1, and other hypothetical proteins.-SM00679	0.6232	26	1541	27	0	17.5210902012
10024	mRNA_1656	1	scaffold_11	821084	822700	-	10024	HMMPfam-Universal stress protein family-PF00582,PRINTS-Universal stress protein signature-PR01438,SUPERFAMILY--SSF52402	0.6129	30	1616	8	1	4.9504950495
10025	mRNA_1657	1	scaffold_11	823190	825684	-	10025	K08286 E2.7.11.- protein-serine/threonine kinase	0.6393	32	2494	8	0	3.20769847634
10026	mRNA_1658	1	scaffold_11	826831	828048	-	10026	K02893 RP-L23Ae, RPL23A large subunit ribosomal protein L23Ae	0.6256	16	1217	0	1	0.0
10027	mRNA_1659	1	scaffold_11	828859	833266	-	10027	K08741 MSH5 DNA mismatch repair protein MSH5	0.6046	63	4407	40	0	9.07646925346
10028	mRNA_1660	1	scaffold_11	833434	834294	+	10028	Hypothetical Protein	0.6341	6	860	10	0	11.6279069767
10029	mRNA_1661	1	scaffold_11	834385	835559	-	10029	K13979 yahK uncharacterized zinc-type alcohol dehydrogenase-like protein	0.6111	14	1174	10	0	8.51788756388
10030	mRNA_1662	1	scaffold_11	836200	837347	-	10030	HMMPfam-Fungal Zn(2)-Cys(6) binuclear cluster domain-PF00172,ProSitePatterns-Zn(2)-C6 fungal-type DNA-binding domain signature.-PS00463,ProSiteProfiles-Zn(2)-C6 fungal-type DNA-binding domain profile.-PS50048,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SUPERFAMILY--SSF57701	0.6254	15	1147	9	0	7.84655623365
10031	mRNA_1663	1	scaffold_11	838138	838939	+	10031	ProSiteProfiles-Gram-positive cocci surface proteins LPxTG motif profile.-PS50847	0.616	14	801	0	0	0.0
10032	mRNA_1664	1	scaffold_11	839367	840051	-	10032	Hypothetical Protein	0.6	5	684	13	0	19.0058479532
10033	mRNA_1665	1	scaffold_11	840073	840626	-	10033	K03358 APC11 anaphase-promoting complex subunit 11	0.6534	1	553	2	1	3.61663652803
10034	mRNA_1666	1	scaffold_11	840920	841915	+	10034	HMMPfam-Nucleolar protein 12 (25kDa)-PF09805	0.6004	21	995	0	0	0.0
10035	mRNA_1667	1	scaffold_11	842295	847609	-	10035	K11527 K11527 two-component system, sensor histidine kinase and response regulator	0.6401	47	5314	39	0	7.33910425292
10036	mRNA_1668	1	scaffold_11	848567	849208	-	10036	HMMPfam-Acetyltransferase (GNAT) family-PF00583,ProSiteProfiles-Gcn5-related N-acetyltransferase (GNAT) domain profile.-PS51186,SUPERFAMILY--SSF55729	0.6121	8	641	7	0	10.9204368175
10037	mRNA_1669	1	scaffold_11	849506	850957	-	10037	HMMPfam-Acetyltransferase (GNAT) family-PF00583,ProSiteProfiles-Gcn5-related N-acetyltransferase (GNAT) domain profile.-PS51186,SUPERFAMILY--SSF55729	0.6302	14	1451	15	0	10.3376981392
10038	mRNA_1670	1	scaffold_11	851334	852644	-	10038	K15918 GLYK D-glycerate 3-kinase	0.6095	19	1310	20	0	15.2671755725
10039	mRNA_1671	1	scaffold_11	853353	854767	+	10039	K13344 PEX13 peroxin-13	0.6622	21	1414	6	1	4.243281471
10040	mRNA_1672	1	scaffold_11	855388	857888	+	10040	K00382 DLD, lpd, pdhD dihydrolipoamide dehydrogenase	0.6154	32	2500	0	1	0.0
10041	mRNA_1673	1	scaffold_11	858124	858750	+	10041	Hypothetical Protein	0.6396	5	626	2	0	3.19488817891
10042	mRNA_1674	1	scaffold_11	860201	862501	+	10042	K07297 ADIPOR adiponectin receptor	0.6232	34	2300	23	0	10.0
10043	mRNA_1675	1	scaffold_11	863051	864755	+	10043	K01424 E3.5.1.1, ansA, ansB L-asparaginase	0.6035	25	1704	25	0	14.6713615023
10044	mRNA_1676	1	scaffold_11	865613	866688	+	10044	SUPERFAMILY--SSF81383	0.6032	17	1075	14	0	13.023255814
10045	mRNA_1677	1	scaffold_11	868769	870335	-	10045	K15620 GOLPH3, GPP34 golgi phosphoprotein 3	0.6337	12	1566	26	1	16.6028097063
10046	mRNA_1678	1	scaffold_11	870469	873019	+	10046	K09498 CCT6 T-complex protein 1 subunit zeta	0.6213	19	2550	0	1	0.0
10047	mRNA_1679	1	scaffold_11	873109	875707	-	10047	BLAST cyclin-like F-box domain containing protein [Rhod...	0.6006	36	2598	22	0	8.46805234796
10048	mRNA_1680	1	scaffold_11	876384	878826	-	10048	BLAST cyclin-like F-box domain containing protein [Rhod...	0.6013	31	2442	38	0	15.561015561
10049	mRNA_1681	1	scaffold_11	879318	879933	-	10049	K03126 TAF12 transcription initiation factor TFIID subunit 12	0.6266	7	615	0	1	0.0
10050	mRNA_1682	1	scaffold_11	881676	882111	+	10050	Hypothetical Protein	0.6078	6	435	6	0	13.7931034483
10051	mRNA_1683	1	scaffold_11	882700	883622	+	10051	HMMPfam-MYND finger-PF01753,ProSiteProfiles-Zinc finger MYND-type profile.-PS50865,SUPERFAMILY--SSF144232	0.598	9	922	3	0	3.25379609544
10052	mRNA_1684	1	scaffold_11	883850	884776	-	10052	Hypothetical Protein	0.617	11	926	7	0	7.55939524838
10053	mRNA_1685	1	scaffold_11	885302	886420	-	10053	Hypothetical Protein	0.6604	17	1118	4	0	3.57781753131
10054	mRNA_1686	1	scaffold_11	887231	890283	-	10054	BLAST putative protein [Melanopsichium pennsylvanicum 4]	0.6715	15	3052	16	0	5.24246395806
10055	mRNA_1687	1	scaffold_11	891073	891798	-	10055	K02969 RP-S20e, RPS20 small subunit ribosomal protein S20e	0.624	2	725	0	1	0.0
10056	mRNA_1688	1	scaffold_11	895835	896742	+	10056	BLAST expressed protein [Cryptococcus neoformans var. neofo...	0.6355	4	907	9	0	9.92282249173
10057	mRNA_1689	1	scaffold_11	897050	899959	-	10057	KOG1286 Amino acid transporters	0.5983	59	2909	52	0	17.8755586112
10058	mRNA_1690	1	scaffold_11	900281	902715	-	10058	BLAST putative transmembrane protein [Rhizoctonia solani 123E]	0.6366	25	2434	15	0	6.16269515201
10059	mRNA_1691	1	scaffold_11	904790	907091	+	10059	K16261 YAT yeast amino acid transporter	0.6347	27	2301	44	0	19.122120817
10060	mRNA_1692	1	scaffold_11	908144	911524	+	10060	K20292 COG5 conserved oligomeric Golgi complex subunit 5	0.6253	34	3380	41	0	12.1301775148
10061	mRNA_1693	1	scaffold_11	911784	914454	+	10061	HMMPfam-F-box domain-PF00646,ProSiteProfiles-F-box domain profile.-PS50181,SMART-A Receptor for Ubiquitination Targets-SM00256,SUPERFAMILY--SSF81383	0.6211	27	2670	38	0	14.2322097378
10062	mRNA_1694	1	scaffold_11	914848	915614	+	10062	HMMPfam-F-box domain-PF00646,ProSiteProfiles-F-box domain profile.-PS50181,SUPERFAMILY--SSF81383	0.5841	10	766	16	0	20.8877284595
10063	mRNA_1695	1	scaffold_11	916247	917394	+	10063	BLAST cyclin-like F-box domain containing protein [Rhod...	0.6002	16	1147	20	0	17.4367916303
10064	mRNA_1696	1	scaffold_11	917668	919209	+	10064	BLAST membrane-associating domain protein [Rhizoctonia sola...	0.6297	16	1541	22	0	14.2764438676
10065	mRNA_1697	1	scaffold_11	919612	920343	+	10065	BLAST Pro41 protein, putative [Rhizoctonia solani AG-3 Rhs1AP]	0.6189	11	731	8	0	10.9439124487
10066	mRNA_1698	1	scaffold_11	920689	923433	-	10066	K11493 RCC1 regulator of chromosome condensation	0.6463	26	2744	0	1	0.0
10067	mRNA_1699	1	scaffold_11	923686	926901	+	10067	K10751 CHAF1B chromatin assembly factor 1 subunit B	0.6477	37	3215	29	0	9.02021772939
10068	mRNA_1700	1	scaffold_11	927160	928283	+	10068	BLAST expressed protein [Cryptococcus neoformans var. neofo...	0.6139	14	1123	18	0	16.0284951024
10069	mRNA_1701	1	scaffold_11	928577	930398	-	10069	K03522 fixB, etfA electron transfer flavoprotein alpha subunit	0.6273	20	1821	32	0	17.5727622186
10070	mRNA_1702	1	scaffold_11	930827	931156	+	10070	Hypothetical Protein	0.6	5	329	5	0	15.1975683891
10071	mRNA_1703	1	scaffold_11	933150	935625	+	10071	SUPERFAMILY--SSF49764	0.6781	25	2475	50	0	20.202020202
10072	mRNA_1704	1	scaffold_11	936376	936792	-	10072	K17777 TIM9 mitochondrial import inner membrane translocase subunit TIM9	0.5803	5	416	1	1	2.40384615385
10073	mRNA_1705	1	scaffold_11	937209	938526	+	10073	K03264 EIF6 translation initiation factor 6	0.6237	15	1317	4	1	3.03720577069
10074	mRNA_1706	1	scaffold_12	343	1191	-	10074	K08286 E2.7.11.- protein-serine/threonine kinase	0.6726	4	848	31	1	36.5566037736
10075	mRNA_1707	1	scaffold_12	1188	2835	-	10075	BLAST related to SNF1-related protein kinase KIN10 [Melanop...	0.6584	10	1647	30	1	18.2149362477
10076	mRNA_1708	1	scaffold_12	3855	4476	+	10076	HMMPfam-MYND finger-PF01753,ProSiteProfiles-Zinc finger MYND-type profile.-PS50865,SUPERFAMILY--SSF144232	0.6077	11	621	16	0	25.7648953301
10077	mRNA_1709	1	scaffold_12	5028	7438	-	10077	K16302 CNNM metal transporter CNNM	0.6217	31	2410	76	0	31.5352697095
10078	mRNA_1710	1	scaffold_12	7999	8750	-	10078	Hypothetical Protein	0.6835	8	751	18	0	23.9680426099
10079	mRNA_1711	1	scaffold_12	9070	11520	-	10079	K01887 RARS, argS arginyl-tRNA synthetase	0.614	43	2450	0	1	0.0
10080	mRNA_1712	1	scaffold_12	12015	13653	-	10080	KOG2131 Uncharacterized conserved protein, contains JmjC domain	0.5937	22	1638	16	0	9.76800976801
10081	mRNA_1713	1	scaffold_12	13985	15656	-	10081	KOG0022 Alcohol dehydrogenase, class III	0.6017	30	1671	62	0	37.1035308199
10082	mRNA_1714	1	scaffold_12	15983	18222	-	10082	K01372 BLMH, pepC bleomycin hydrolase	0.6089	27	2239	54	0	24.1179097812
10083	mRNA_1715	1	scaffold_12	18768	21096	-	10083	K18328 DBR1 lariat debranching enzyme	0.6222	20	2328	24	0	10.3092783505
10084	mRNA_1716	1	scaffold_12	21403	24344	-	10084	K14799 TSR1 pre-rRNA-processing protein TSR1	0.6353	25	2941	2	1	0.680040802448
10085	mRNA_1717	1	scaffold_12	24723	26291	-	10085	HMMPfam-Per1-like-PF04080	0.6431	30	1568	29	1	18.4948979592
10086	mRNA_1718	1	scaffold_12	26598	27052	+	10086	HMMPfam-Cytochrome C oxidase copper chaperone (COX17)-PF05051,SUPERFAMILY--SSF47072	0.6484	3	454	5	0	11.013215859
10087	mRNA_1719	1	scaffold_12	27838	28571	+	10087	Hypothetical Protein	0.6417	10	733	9	0	12.278308322
10088	mRNA_1720	1	scaffold_12	29211	32060	-	10088	HMMPfam-Zinc finger, C2H2 type-PF00096,ProSitePatterns-Zinc finger C2H2 type domain signature.-PS00028,ProSiteProfiles-Zinc finger C2H2 type domain profile.-PS50157,SUPERFAMILY--SSF57667	0.6698	24	2849	38	0	13.338013338
10089	mRNA_1721	1	scaffold_12	32428	34334	-	10089	K11483 HOS2 histone deacetylase HOS2	0.6329	24	1906	22	0	11.5424973767
10090	mRNA_1722	1	scaffold_12	34875	37390	-	10090	KOG0065 Pleiotropic drug resistance proteins (PDR1-15), ABC superfamily	0.6204	27	2515	46	0	18.2902584493
10091	mRNA_1723	1	scaffold_12	38655	42471	-	10091	KOG4157 beta-1,6-N-acetylglucosaminyltransferase, contains WSC domain	0.6196	65	3816	65	0	17.0335429769
10092	mRNA_1724	1	scaffold_12	43091	44788	-	10092	K08827 PRPF4B serine/threonine-protein kinase PRP4	0.6113	21	1697	0	1	0.0
10093	mRNA_1725	1	scaffold_12	46697	49542	+	10093	KOG2343 Glucose-repressible protein and related proteins	0.6103	31	2845	62	0	21.7926186292
10094	mRNA_1726	1	scaffold_12	50052	51969	-	10094	BLAST Protein priA [Grifola frondosa]	0.671	14	1917	29	0	15.1278038602
10095	mRNA_1727	1	scaffold_12	53103	55256	-	10095	K03843 ALG2 alpha-1,3/alpha-1,6-mannosyltransferase	0.6295	23	2153	11	1	5.10915002322
10096	mRNA_1728	1	scaffold_12	55696	58007	-	10096	HMMPfam-Fungal specific transcription factor domain-PF04082,SMART-Fungal specific transcription factor domain-SM00906	0.6112	31	2311	28	0	12.1159671138
10097	mRNA_1729	1	scaffold_12	58480	59986	-	10097	HMMPfam-Fungal Zn(2)-Cys(6) binuclear cluster domain-PF00172,ProSiteProfiles-Zn(2)-C6 fungal-type DNA-binding domain profile.-PS50048,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SUPERFAMILY--SSF57701	0.647	15	1506	61	0	40.5046480744
10098	mRNA_1730	1	scaffold_12	60318	61237	+	10098	KOG4708 Mitochondrial ribosomal protein MRP17	0.6152	8	919	0	1	0.0
10099	mRNA_1731	1	scaffold_12	62090	63277	-	10099	Hypothetical Protein	0.6027	22	1187	9	0	7.58213984836
10100	mRNA_1732	1	scaffold_12	63566	64770	-	10100	Hypothetical Protein	0.6207	13	1204	17	0	14.1196013289
10101	mRNA_1733	1	scaffold_12	65153	66958	-	10101	KOG1021 Acetylglucosaminyltransferase EXT1/exostosin 1	0.6417	27	1805	23	0	12.7423822715
10102	mRNA_1734	1	scaffold_12	67947	72087	-	10102	KOG1721 FOG Zn-finger	0.6267	53	4140	82	0	19.806763285
10103	mRNA_1735	1	scaffold_12	73051	76843	-	10103	K03235 EF3, TEF3 elongation factor 3	0.6351	30	3792	0	1	0.0
